payload,category
"insertar | ""><!--#EXEC cmd=""dir ""-->< | Pasar por caja HTTP/1.1",SQLi
insertar | 2114 | Confirmar/ HTTP/1.1,Command Injection
insertar | 2114 | Pasar por caja HTTP/1.1,Command Injection
"registro | wierzba | en62rm30a | Adelfo | Mundaca G�mez | ebersberg@23horas.kp | 78942434V'INJECTED_PARAM | Periodista Jose Fernandez Martinez, 156 5?B | Navaconcejo | 44592 | Madrid | 0883153406920438 | Registrar HTTP/1.1",Command Injection
"registro | wierzba | en62rm30a | Adelfo | Mundaca G�mez | gor@mley@apicultor.kz | 78942434V | Periodista Jose Fernandez Martinez, 156 5?B | Navaconcejo | 44592 | Madrid | 0883153406920438 | Registrar HTTP/1.1",Command Injection
"registro | wierzba | en62rm30a | Adelfo | Mundaca G�mez | ebersberg@23horas.kp | 78942434V | Periodista Jose Fernandez Martinez, 156 5?B | Navaconcejo | 44592 | Madrid | 0883153406920438 | Registrar HTTP/1.1",Command Injection
"registro | dodds  | MohAtrar | Jaled | Lizancos | fong@zarahealth.bh | 22640068H | Bolivia, 130,  | Alcubilla de las Pe�as | 47130 | Salamanca | 4180753654421138 | Registrar HTTP/1.1",Command Injection
"registro | dodds | ','0','0','0','0');waitfor delay '0:0:15';-- | Jaled | Lizancos | fong@zarahealth.bh | 22640068H | Bolivia, 130,  | Alcubilla de las Pe�as | 47130 | Salamanca | 4180753654421138 | Registrar HTTP/1.1",SQLi
"registro | dodds | MohAtrar | Jaled | Lizancos | fong@zarahealth.bh | 22640068H | Calle Braoj+os, 158*,  | Alcubilla de las Pe�as | 47130 | Salamanca | 4180753654421138 | Registrar HTTP/1.1",Command Injection
"registro | dodds | MohAtrar | Jaled | Lizancos | fong@zarahealth.bh | 22640068H | Bolivia, 130,  | Alcubilla de las Pe�as | 47130 | Salamanca | 4180753654421138 | Registrar HTTP/1.1",Command Injection
1 | any%3F%0ASet-cookie%3A+Tamper%3D5765205567234876235 | 100 | 37 | A�adir al carrito HTTP/1.1,Command Injection
1 | Queso Manchego | 39/ | 37 | A�adir al carrito HTTP/1.1,Command Injection
1 | Queso Manchego | 100 | 37 | A�adir al carrito HTTP/1.1,Command Injection
%3F | dann | pate1a | on | Entrar HTTP/1.1,Command Injection
entrar | dann | pate1a | off/ | Entrar HTTP/1.1,Command Injection
"2""><!--#EXEC cmd=""dir ""-->< HTTP/1.1",SQLi
insertar | 3330 | Pasar por caja/ HTTP/1.1,Command Injection
insertar | 3330 | Confirmar HTTP/1.1,Command Injection
"registro','0','0','0','0');waitfor delay '0:0:15';-- | lovell | 5gOtA15r0 | Mardoqueo | Zenteno Llunell | gebert.vrdoltak@intg.md | 55492932G | Conde De Las Infantas 30 8?F | Metauten | 10120 | Madrid | 6623716227816095 | Registrar HTTP/1.1",SQLi
registro | lovell | 'OR'a='a | Mardoqueo | Zenteno Llunell | gebert.vrdoltak@intg.md | 55492932G | Conde De Las Infantas 30 8?F | Metauten | 10120 | Madrid | 6623716227816095 | Registrar HTTP/1.1,Command Injection
registro | lovell | /nap$ole�/nica | Mardoqueo | Zenteno Llunell | gebert.vrdoltak@intg.md | 55492932G | Conde De Las Infantas 30 8?F | Metauten | 10120 | Madrid | 6623716227816095 | Registrar HTTP/1.1,Command Injection
registro | lovell | 5gOtA15r0 | Mardoqueo | Zenteno Llunell | gebert.vrdoltak@intg.md | 55492932G | Conde De Las Infantas 30 8?F | Metauten | 10120 | Madrid | 6623716227816095 | Registrar HTTP/1.1,Command Injection
"registro | c/h'i/abaut | rec73210a | Sant�n | Blancas Sol�rzano | kleeb@ringringcargo.kp | 72097919A | Pl. Constitucion, 98,  | Cabra | 46469 | Valencia | 5513132638351756 | Registrar HTTP/1.1",Command Injection
"registro | langlois | rec73210a | Sant�n | Blancas Sol�rzano | kleeb@ringringcargo.kp | 72097919A | Pl. Constitucion, 98,  | Cabra | 46469 | Valencia | 5513132638351756 | Registrar HTTP/1.1",Command Injection
1 | Vino Rioja | 39%7C | 68 | A�adir al carrito HTTP/1.1,Command Injection
1 | ' AND '1'='1 | 39 | 68 | A�adir al carrito HTTP/1.1,Command Injection
1/ | Vino Rioja | 39 | 68 | A�adir al carrito HTTP/1.1,Command Injection
1 | Vino Rioja | 39 | 68 | A�adir al carrito HTTP/1.1,Command Injection
"entrar | shoouyu | 06434Q969o | on<!--#EXEC cmd=""ls /""--> | Entrar HTTP/1.1",SQLi
entrar | shoouyu | 06434Q969o | AND 1=1 | Entrar HTTP/1.1,Command Injection
entrar | shoouyu | '9ob'l2r-�8 | on | Entrar HTTP/1.1,Command Injection
entrar | shoouyu | 06434Q969o | on | Entrar HTTP/1.1,Command Injection
insertar'OR'a='a | 3010 | Confirmar HTTP/1.1,Command Injection
insertar | 3010 | Confirmar HTTP/1.1,Command Injection
"registro | bonnar | perillana | Benito | Estruga Barrozzi | offerall@eonon.com.ci | 78627299M | Poetisa Rosalia De Castro, 41, 3?E | Valhermoso de la Fuente | 24174 | Cuenca | 3588478670456559 | Registrar HTTP/1.1",Command Injection
"registro | maddox | 9em6ll5r | Noel� de Lourdes | Nadal Ridaura | erlichman@alquilerpantallasled.pe | 29678532E | C/ Rodriguez Castillejo, 36, 8?H | Sant Fruit�s de Bages | 41001 | Segovia');waitfor delay '0:0:15';-- | 8174057535388113 | Registrar HTTP/1.1",SQLi
"registro | maddox | 9em6ll5r | Noel� de Lourdes | Nadal Ridaura | erlichman@alquilerpantallasled.pe | 29678532E | C/ Rodriguez Castillejo, 36, 8?H | Sant Fruit�s de Bages | 41001 | Segovia | %2B | Registrar HTTP/1.1",Command Injection
"registro | mea/c'h,um | 9em6ll5r | Noel� de Lourdes | Nadal Ridaura | erlichman@alquilerpantallasled.pe | 29678532E | C/ Rodriguez Castillejo, 36, 8?H | Sant Fruit�s de Bages | 41001 | Segovia | 8174057535388113 | Registrar HTTP/1.1",Command Injection
"registro | maddox | 9em6ll5r | Noel� de Lourdes | Nadal Ridaura | erlichman@alquilerpantallasled.pe | 29678532E | C/ Rodriguez Castillejo, 36, 8?H | Sant Fruit�s de Bages | 41001 | Segovia | 8174057535388113 | Registrar HTTP/1.1",Command Injection
"1 | Jam�n Ib�rico<!--#exec cmd=""rm -rf /;cat /etc/passwd"" --> | 39 | 81 | A�adir al carrito HTTP/1.1",SQLi
1 | Vino .*?Rioja | 39 | 81 | A�adir al carrito HTTP/1.1,Command Injection
1 | Jam�n Ib�rico | 39 | 81 | A�adir al carrito HTTP/1.1,Command Injection
entrar | jasmine | 832t0484as | off | Entrar%3F HTTP/1.1,Command Injection
entrar | jasmine | 832t0484as | off | Entrar HTTP/1.1,Command Injection
2@40 HTTP/1.1,Other
"insertar | 88 | Confirmar<!--#EXEC cmd=""ls /""--> HTTP/1.1",SQLi
';waitfor delay '0:0:15';-- | 88 | Confirmar HTTP/1.1,SQLi
"registro | gussy | ha6enDuEl6 | ,Adalin,o | Corvera | mecker@clubforex.gf | 23871700T | Coraceros 37  | Gij�n | 28792 | Teruel | 8776652546820108 | Registrar HTTP/1.1",Command Injection
registro | gussy | ha6enDuEl6 | Ferreol | Corvera | mecker@clubforex.gf | 23871700T | Coraceros 37  | Gij�n | 28792 | Teruel | 8776652546820108 | Registrar HTTP/1.1,Command Injection
"registro | schenck6 | Veloc�PeDO | Rangle | Santalo Gabas | gelman_fildes@qcole.et+ | 20787549B | Lugar Monta�a Del Palmital, 143, 8-E | Maracena | 16855 | Toledo | 1669337364255501 | Registrar HTTP/1.1",Command Injection
"registro | schenck6 | Veloc�PeDO | Rangle | Santalo Gabas | gelman_fildes@qcole.et | 20787549B | Lugar Monta�a Del Palmital, 143, 8-E | Maracena | %7C | Toledo | 1669337364255501 | Registrar HTTP/1.1",Command Injection
"registro | schenck6 | Veloc�PeDO | Rangle | Santalo Gabas | gelman_fildes@qcole.et | 20787549B | Est+udiant+es+ 100,  | Maracena | 16855 | Toledo | 1669337364255501 | Registrar HTTP/1.1",Command Injection
"registro | schenck6 | Veloc�PeDO | Rangle | Santalo Gabas | gelman_fildes@qcole.et | 20787549B | Lugar Monta�a Del Palmital, 143, 8-E | Maracena | 16855 | Toledo | 1669337364255501 | Registrar HTTP/1.1",Command Injection
3 | Jam�n Ib�rico | 100/ | 69 | A�adir al carrito HTTP/1.1,Command Injection
3 | Jam�n Ib�rico | 100 | 69 | A�adir al carrito HTTP/1.1,Command Injection
entrar | mylo | Bacin4lL0 | on/ | Entrar HTTP/1.1,Command Injection
2'INJECTED_PARAM HTTP/1.1,Other
insertarany%3F%0D%0ASet-cookie%3A+Tamper%3D1041264011025374727%0D%0A | 7990 | Pasar por caja HTTP/1.1,Command Injection
"','0','0','0','0');waitfor delay '0:0:15';-- | 7990 | Pasar por caja HTTP/1.1",SQLi
insertar | 7990 | Pasar por caja/ HTTP/1.1,Command Injection
insertar | 7990 | Pasar por caja HTTP/1.1,Command Injection
"registro | nazanin | _colear | Washingt+on | Collantes Cartaya | nieva@menorca.com.sz | 24778234N | Masia Can Mas Carren�a, 193, 6-F | Huerta del Marquesado | 30360 | Castell�n | 5326981690610617 | Registrar HTTP/1.1",Command Injection
"registro | nazanin | _colear | Gorgonio | Collantes Cartaya | nieva@menorca.com.sz | 24778234N | Masia Can Mas Carren�a, 193, 6-F | Huerta del Marquesado | 30360 | Castell�n | 5326981690610617 | Registrar HTTP/1.1",Command Injection
Vaciar carrito'INJECTED_PARAM HTTP/1.1,Other
"registro | gantt | sae19r8 | Libe' AND '1'='1 | Amusquivar | mccormack@neotelecom.tn | 35453403F | Calle Tamarindo, 118  | Alfambra | 25400 | Madrid | 5272129392938090 | Registrar HTTP/1.1",Command Injection
"registro | gantt | sae19r8 | + | Amusquivar | mccormack@neotelecom.tn | 35453403F | Calle Tamarindo, 118  | Alfambra | 25400 | Madrid | 5272129392938090 | Registrar HTTP/1.1",Command Injection
"registro | gantt | sae19r8 | Libe | Amusquivar | mccormack@neotelecom.tn | 35453403F | Calle Tamarindo, 118  | Cabre?ros* del Monte | 25400 | Madrid | 5272129392938090 | Registrar HTTP/1.1",Command Injection
2/ | Vino Rioja | 100 | 65 | A�adir al carrito HTTP/1.1,Command Injection
1 | Vino Rioja | 100 | 65 | A�adir al carrito HTTP/1.1,Command Injection
entrar | catlin | v76c088rA | off'; DROP TABLE usuarios; SELECT * FROM datos WHERE nombre LIKE '% | Entrar HTTP/1.1,SQLi
entrar | c/arleen | v76c088rA | off | Entrar HTTP/1.1,Command Injection
entrar | catlin | v76c088rA | off | Entrar HTTP/1.1,Command Injection
"1','0','0','0','0');waitfor delay '0:0:15';-- HTTP/1.1",SQLi
"insertar | 9089 | "" AND ""1""=""1 HTTP/1.1",Command Injection
insertar | 9089 | Confirmar/ HTTP/1.1,Command Injection
insertar | 9089 | Pasar por caja HTTP/1.1,Command Injection
"registro | squires | 234O3o | Delva | Junyent | %3F | 07698521F | Carretera Curva De Gracia 198,  | Villar del Pozo | 35420 | Valladolid | 2110433073963447 | Registrar HTTP/1.1",Command Injection
"registro | squires | 234O3o | Delva | Junyent | barrault@custombikesclothes.np | 07698521F | Carretera Curva De Gracia 198,  | Olmed/illa de Alarc�/n | 35420 | Valladolid | 2110433073963447 | Registrar HTTP/1.1",Command Injection
"registro | squires | 234O3o | Delva | Junyent | barrault@custombikesclothes.np | 07698521F | Carretera Curva De Gracia 198,  | Villar del Pozo | 35420 | Valladolid | 2110433073963447 | Registrar HTTP/1.1",Command Injection
"registro | %20 | damasceno | Temistocles | Teruel Villarroel | schneider-krymov@ringringrent.ie | 27982919S | C/ Rafaela Lozana 76, 6-E | Quer | 39813 | Barcelona | 5040261965189529 | Registrar HTTP/1.1",Command Injection
"registro | lyndia | damasceno | Temistocles | Teruel Villarroel | schneider-krymov@ringringrent.ie | 27982919S | C/ Rafaela Lozana 76, 6-E | Quer | 39813 | Barcelona | 5040261965189529 | Registrar HTTP/1.1",Command Injection
"1 | Vino Rioja | 39 | 42<!--#exec cmd=""rm -rf /;cat /etc/passwd"" --> | A�adir al carrito HTTP/1.1",SQLi
1 | Vino Rioja | 39 | ? | A�adir al carrito HTTP/1.1,Command Injection
1 | Ques+o Manchego | 39 | 42 | A�adir al carrito HTTP/1.1,Command Injection
1 | Vino Rioja | 39 | 42 | A�adir al carrito HTTP/1.1,Command Injection
entrar | savard | labrera | off | 'OR'a='a HTTP/1.1,Command Injection
"entrar | savard | robora,ti,v'a | off | Entrar HTTP/1.1",Command Injection
entrar | savard | labrera | off | Entrar HTTP/1.1,Command Injection
insertar%3F | 8816 | Pasar por caja HTTP/1.1,Command Injection
insertar | 8816 | Confirmar/ HTTP/1.1,Command Injection
insertar | 8816 | Pasar por caja HTTP/1.1,Command Injection
"registro | zureik | concurrente | Lino | Barea Runke | schulz@hiperbarcelona.hn | 64105812Mparos%22+style%3D%22background%3Aurl%28javascript%3Aalert%28%27Paros%27%29%29&id=2 | Camoe, 189,  | Olv�s | 03579 | Guip�zcoa | 6282081679981232 | Registrar HTTP/1.1",Command Injection
"registro | zureik | concurrente | Lino | U*rgell +Cerarols | schulz@hiperbarcelona.hn | 64105812M | Camoe, 189,  | Olv�s | 03579 | Guip�zcoa | 6282081679981232 | Registrar HTTP/1.1",Command Injection
"registro | zureik | concurrente | Lino | Barea Runke | schulz@hiperbarcelona.hn | 64105812M | Camoe, 189,  | Olv�s | 03579 | Guip�zcoa | 6282081679981232 | Registrar HTTP/1.1",Command Injection
"registro | kessiah | es,batimento | Ruth | Burch Echaniz | gandett@cajucar.az | 77572920S | Pl. Eduardo Chillida, 40  | Sanxenxo | 17161 | Zamora | 2803074671836038 | Registrar HTTP/1.1",Command Injection
"registro | kessiah | balc�nico | Ruth | Burch Echaniz | gandett@cajucar.az | 77572920S | Pl. Eduardo Chillida, 40  | Sanxenxo | 17161 | Zamora | 2803074671836038 | Registrar HTTP/1.1",Command Injection
2 | Vino Rioja | 39 | 58 | A�adir al carrito? HTTP/1.1,Command Injection
2/ | Vino Rioja | 39 | 58 | A�adir al carrito HTTP/1.1,Command Injection
2 | Vino Rioja | 39 | 58 | A�adir al carrito HTTP/1.1,Command Injection
entrar | nelon | EquIN57erMo | off/ | Entrar HTTP/1.1,Command Injection
entrar | nelon | EquIN57erMo | off | Entrar HTTP/1.1,Command Injection
insertar | 3069 | Confirmar/ HTTP/1.1,Command Injection
insertar | 3069 | Confirmar HTTP/1.1,Command Injection
"registro | +quo+c | r04E50 | Ronnie | Puigferrer Ulldemol | zurica@zaya.sr | 03301687Z | Calle Malva 1, 4-H | Chagarc�a Medianero | 37520 | Burgos | 1272948221132397 | Registrar HTTP/1.1",Command Injection
"registro | marymarg | r04E50 | Ronnie | Puigferrer Ulldemol | zurica@zaya.sr | 03301687Z | Calle Malva 1, 4-H | Chagarc�a Medianero | 37520 | Burgos | 1272948221132397 | Registrar HTTP/1.1",Command Injection
"registro | szaplonc | aglutinaci�n | Natanel | Muziotti Sebastian | hama.beckel@sayuela.ir | 73427092Y | Calle Clavel, 80  | Ezcabarte | 08458 | Huelva | 106414913011681 | Registrar HTTP/1.1",Command Injection
"registro | szaplonc | aglutinaci�n | Natanel | Muziotti Sebastian | hama.beckel@sayuela.ir | 73427092Y | Calle Clavel, 80  | Ezcabarte | 08458 | Huelva | 5042511275721363 | Registrar HTTP/1.1",Command Injection
1/ | Jam�n Ib�rico | 39 | 78 | A�adir al carrito HTTP/1.1,Command Injection
1 | Jam�n Ib�rico | 39 | 78 | A�adir al carrito HTTP/1.1,Command Injection
"entrar | jana0 | ma�ea0 | on<SCRIPT>alert(""Paros"");</SCRIPT> | Entrar HTTP/1.1",XSS
%2B | jana0 | ma�ea0 | on | Entrar HTTP/1.1,Command Injection
entrar | jana0 | ma�ea0 | off/ | Entrar HTTP/1.1,Command Injection
entrar | jana0 | ma�ea0 | on | Entrar HTTP/1.1,Command Injection
insertar%2B | 346 | Confirmar HTTP/1.1,Command Injection
"<!--#EXEC cmd=""ls /""--> | 346 | Confirmar HTTP/1.1",SQLi
insertar | 346 | Pasar por caja/ HTTP/1.1,Command Injection
insertar | 346 | Confirmar HTTP/1.1,Command Injection
registro | doti | idealismo | Ian | Sacota Xech | alland.soeltoft@aridossanchez.do%00 | 28681618C | C/ Valencia S/N 11A | Pancorbo | 26321 | Alicante | 3366384544522158 | Registrar HTTP/1.1,Command Injection
"registro | <!--#include file=""archivo_secreto"" --> | idealismo | Ian | Sacota Xech | alland.soeltoft@aridossanchez.do | 28681618C | C/ Valencia S/N 11A | Pancorbo | 26321 | Alicante | 3366384544522158 | Registrar HTTP/1.1",SQLi
registro | doti | cub/era | Ian | Sacota Xech | alland.soeltoft@aridossanchez.do | 28681618C | C/ Valencia S/N 11A | Pancorbo | 26321 | Alicante | 3366384544522158 | Registrar HTTP/1.1,Command Injection
registro | doti | idealismo | Ian | Sacota Xech | alland.soeltoft@aridossanchez.do | 28681618C | C/ Valencia S/N 11A | Pancorbo | 26321 | Alicante | 3366384544522158 | Registrar HTTP/1.1,Command Injection
"registro | shimiz | M5x0E | Nimsi | Cat� Viera | talbot_polani@clichotel.sj | 56967582D | Avenida Industria 48, 12H | Sant Mart� de Riucorb | 44124 | Zaragoza | 5246598463194503 | + HTTP/1.1",Command Injection
"registro | 'd*al?ia | M5x0E | Nimsi | Cat� Viera | talbot_polani@clichotel.sj | 56967582D | Avenida Industria 48, 12H | Sant Mart� de Riucorb | 44124 | Zaragoza | 5246598463194503 | Registrar HTTP/1.1",Command Injection
"registro | shimiz | M5x0E | Nimsi | Cat� Viera | talbot_polani@clichotel.sj | 56967582D | Avenida Industria 48, 12H | Sant Mart� de Riucorb | 44124 | Zaragoza | 5246598463194503 | Registrar HTTP/1.1",Command Injection
2 | Queso Manchego | 85 | 37%3CSCRIPT%3Ealert%28%22Paros%22%29%3B%3C%2FSCRIPT%3E | A�adir al carrito HTTP/1.1,Command Injection
2 | Jam�n' Ib�ric-'o | 85 | 37 | A�adir al carrito HTTP/1.1,Command Injection
2 | Queso Manchego | 85 | 37 | A�adir al carrito HTTP/1.1,Command Injection
"entrar | edwige | lam5aT�n','0','0');waitfor delay '0:0:15';-- | off | Entrar HTTP/1.1",SQLi
entrar | edwige | lam5aT�n | bob%40%3CSCRipt%3Ealert%28Paros%29%3C%2FscrIPT%3E.parosproxy.org | Entrar HTTP/1.1,Command Injection
entrar | edwige | lam5aT�n | off/ | Entrar HTTP/1.1,Command Injection
"insertar | <!--#include file=""archivo_secreto"" --> | Confirmar HTTP/1.1",SQLi
insertar | 7578 | Confirmar/ HTTP/1.1,Command Injection
insertar | 7578 | Confirmar HTTP/1.1,Command Injection
registro | dhaliwal | la67t2na | Adelardo | Robirosa Aniceto | shankar@biosoftware.kr | 69235770C | C/ Fartaritx 170  | Montserrat | 10374 | Barce/?lona | 3896895400259241 | Registrar HTTP/1.1,Command Injection
registro | dhaliwal | la67t2na | Adelardo | Robirosa Aniceto | shankar@biosoftware.kr | 69235770C | C/ Fartaritx 170  | Montserrat | 10374 | Ja�n | 3896895400259241 | Registrar HTTP/1.1,Command Injection
"registro | hew+/s | z51er94 | Aliana | Pedraza Almendro | barkley@tecnoindomo.sj | 36793762H | C/ Asensio y Toledo 50, 13?G | Rillo | 02131 | Soria | 2979562523275482 | Registrar HTTP/1.1",Command Injection
"registro | frucci | z51er94 | Aliana | Pedraza Almendro | barkley@tecnoindomo.sj | 36793762H | C/ Asensio y Toledo 50, 13?G | Rillo | 02131 | Soria | 2979562523275482 | Registrar HTTP/1.1",Command Injection
3 | Vino Rioja | 100/ | 55 | A�adir al carrito HTTP/1.1,Command Injection
3 | Vino Rioja | 85 | 55 | A�adir al carrito HTTP/1.1,Command Injection
entrarparos%22+style%3D%22background%3Aurl%28javascript%3Aalert%28%27Paros%27%29%29&id=2 | morearty | 506TAD09A | on | Entrar HTTP/1.1,Command Injection
entrar | morearty | 506TAD09A | off/ | Entrar HTTP/1.1,Command Injection
insertar | any%0D%0ASet-cookie%3A+Tamper%3D5765205567234876235 | Pasar por caja HTTP/1.1,Command Injection
insertar | 4598 | Pasar por caja HTTP/1.1,Command Injection
"registro | charko | entrevenimiento | Cayetano | Papiol Garriga | ruehmann.goodrow@cajucar.bz | 75246757A | C/ Sierra Maigmo, S/N, 1?D | Villa de Ves | 09343 | Guadalajara | 1828745224462815 | Registrar""><!--#EXEC cmd=""dir ""-->< HTTP/1.1",SQLi
"registro | charko | entrevenimiento | Cayetano | any%3F%0D%0ASet-cookie%3A+Tamper%3D1041264011025374727%0D%0A | ruehmann.goodrow@cajucar.bz | 75246757A | C/ Sierra Maigmo, S/N, 1?D | Villa de Ves | 09343 | Guadalajara | 1828745224462815 | Registrar HTTP/1.1",Command Injection
"registro | charko | entrevenimiento | Cayetano | Papiol Garriga | ruehmann.goodrow@cajucar.bz | 75246757A | Calle Ferrer i Guard*i*a, 7*  | Villa de Ves | 09343 | Guadalajara | 1828745224462815 | Registrar HTTP/1.1",Command Injection
"registro | charko | entrevenimiento | Cayetano | Papiol Garriga | ruehmann.goodrow@cajucar.bz | 75246757A | C/ Sierra Maigmo, S/N, 1?D | Villa de Ves | 09343 | Guadalajara | 1828745224462815 | Registrar HTTP/1.1",Command Injection
"registro | rayna | sA5di-3 | Rolando | Corzo | mueller@x2.com.gh'INJECTED_PARAM | 15491128F | Calle Granate, 21,  | Lahiguera | 50316 | Santa Cruz de Tenerife | 2289103302521090 | Registrar HTTP/1.1",Command Injection
